timestamp,average_value,lower_bound,upper_bound
2024-04-24T00:00:00Z,96.0,95.0,97.7
2024-04-25T00:00:00Z,95.0,93.4,96.3
2024-04-26T00:00:00Z,94.4,92.9,96.3
2024-04-27T00:00:00Z,94.6,92.9,95.8
2024-04-28T00:00:00Z,94.6,92.6,95.9
2024-04-29T00:00:00Z,95.0,93.2,97.0
2024-04-30T00:00:00Z,95.8,93.8,97.1
2024-05-01T00:00:00Z,94.4,93.1,95.9
2024-05-02T00:00:00Z,95.3,94.0,98.0
2024-05-03T00:00:00Z,95.9,94.4,97.1
2024-05-04T00:00:00Z,95.5,93.0,99.7
2024-05-05T00:00:00Z,95.0,92.4,97.4
2024-05-06T00:00:00Z,94.8,93.0,96.7
2024-05-07T00:00:00Z,94.7,93.2,95.8
2024-05-08T00:00:00Z,96.0,94.5,98.4
