recorded_time,temperature,sensor_type
2022-10-21T00:00,-3.7056451093102716,UNKNOWN
2022-10-21T00:01,-3.8056451093102694,UNKNOWN
2022-10-21T00:02,-3.905645109310271,UNKNOWN
2022-10-21T00:03,-4.005645109310272,UNKNOWN
2022-10-21T00:04,-4.005645109310272,UNKNOWN
2022-10-21T00:05,-4.10564510931027,UNKNOWN
2022-10-21T00:06,-4.3056451093102694,UNKNOWN
2022-10-21T00:07,-4.405645109310271,UNKNOWN
2022-10-21T00:08,-4.505645109310272,UNKNOWN
2022-10-21T00:09,-4.60564510931027,UNKNOWN
2022-10-21T00:10,-4.405645109310271,UNKNOWN
2022-10-21T00:11,-4.10564510931027,UNKNOWN
2022-10-21T00:12,-4.005645109310272,UNKNOWN
2022-10-21T00:13,-3.905645109310271,UNKNOWN
2022-10-21T00:14,-3.905645109310271,UNKNOWN
2022-10-21T00:15,-3.905645109310271,UNKNOWN
2022-10-21T00:16,-4.005645109310272,UNKNOWN
2022-10-21T00:17,-4.205645109310272,UNKNOWN
2022-10-21T00:18,-4.3056451093102694,UNKNOWN
2022-10-21T00:19,-4.405645109310271,UNKNOWN
2022-10-21T00:20,-4.3056451093102694,UNKNOWN
2022-10-21T00:21,-4.205645109310272,UNKNOWN
2022-10-21T00:22,-4.10564510931027,UNKNOWN
2022-10-21T00:23,-4.10564510931027,UNKNOWN
2022-10-21T00:24,-4.505645109310272,UNKNOWN
2022-10-21T00:25,-4.905645109310271,UNKNOWN
2022-10-21T00:26,-5.205645109310272,UNKNOWN
2022-10-21T00:27,-5.205645109310272,UNKNOWN
2022-10-21T00:28,-5.205645109310272,UNKNOWN
2022-10-21T00:29,-5.205645109310272,UNKNOWN
2022-10-21T00:30,-5.10564510931027,UNKNOWN
2022-10-21T00:31,-5.10564510931027,UNKNOWN
2022-10-21T00:32,-5.005645109310272,UNKNOWN
2022-10-21T00:33,-4.705645109310272,UNKNOWN
2022-10-21T00:34,-4.405645109310271,UNKNOWN
2022-10-21T00:35,-4.205645109310272,UNKNOWN
2022-10-21T00:36,-3.8056451093102694,UNKNOWN
2022-10-21T00:37,-3.3056451093102694,UNKNOWN
2022-10-21T00:38,-2.905645109310271,UNKNOWN
2022-10-21T00:39,-2.60564510931027,UNKNOWN
2022-10-21T00:40,-2.2056451093102716,UNKNOWN
2022-10-21T00:41,-2.0056451093102723,UNKNOWN
2022-10-21T00:42,-1.8056451093102694,UNKNOWN
2022-10-21T00:43,-1.6056451093102702,UNKNOWN
2022-10-21T00:44,-1.3056451093102694,UNKNOWN
2022-10-21T00:45,-1.2056451093102716,UNKNOWN
2022-10-21T00:46,-1.0056451093102723,UNKNOWN
2022-10-21T00:47,-0.9056451093102709,UNKNOWN
2022-10-21T00:48,-0.8056451093102694,UNKNOWN
2022-10-21T00:49,-0.6056451093102702,UNKNOWN
2022-10-21T00:50,-0.5056451093102723,UNKNOWN
2022-10-21T00:51,-0.40564510931027087,UNKNOWN
2022-10-21T00:52,-0.20564510931026803,UNKNOWN
2022-10-21T00:53,-0.005645109310272289,UNKNOWN
2022-10-21T00:54,0.09435489068972913,UNKNOWN
2022-10-21T00:55,0.19435489068973055,UNKNOWN
2022-10-21T00:56,0.294354890689732,UNKNOWN
2022-10-21T00:57,0.3943548906897263,UNKNOWN
2022-10-21T00:58,0.4943548906897277,UNKNOWN
2022-10-21T00:59,0.5943548906897291,UNKNOWN
2022-10-21T01:00,0.5943548906897291,UNKNOWN
2022-10-21T01:01,0.6943548906897306,UNKNOWN
2022-10-21T01:02,0.794354890689732,UNKNOWN
2022-10-21T01:03,0.8943548906897263,UNKNOWN
2022-10-21T01:04,0.8943548906897263,UNKNOWN
2022-10-21T01:05,0.9943548906897277,UNKNOWN
2022-10-21T01:06,1.0943548906897291,UNKNOWN
2022-10-21T01:07,1.1943548906897306,UNKNOWN
2022-10-21T01:08,1.1943548906897306,UNKNOWN
2022-10-21T01:09,1.1943548906897306,UNKNOWN
2022-10-21T01:10,1.294354890689732,UNKNOWN
2022-10-21T01:11,1.294354890689732,UNKNOWN
2022-10-21T01:12,1.1943548906897306,UNKNOWN
2022-10-21T01:13,1.1943548906897306,UNKNOWN
2022-10-21T01:14,1.1943548906897306,UNKNOWN
2022-10-21T01:15,1.1943548906897306,UNKNOWN
2022-10-21T01:16,1.1943548906897306,UNKNOWN
2022-10-21T01:17,1.1943548906897306,UNKNOWN
2022-10-21T01:18,1.1943548906897306,UNKNOWN
2022-10-21T01:19,1.1943548906897306,UNKNOWN
2022-10-21T01:20,1.1943548906897306,UNKNOWN
2022-10-21T01:21,1.1943548906897306,UNKNOWN
2022-10-21T01:22,1.1943548906897306,UNKNOWN
2022-10-21T01:23,1.1943548906897306,UNKNOWN
2022-10-21T01:24,1.294354890689732,UNKNOWN
2022-10-21T01:25,1.294354890689732,UNKNOWN
2022-10-21T01:26,1.294354890689732,UNKNOWN
2022-10-21T01:27,1.294354890689732,UNKNOWN
2022-10-21T01:28,1.294354890689732,UNKNOWN
2022-10-21T01:29,1.3943548906897263,UNKNOWN
2022-10-21T01:30,1.3943548906897263,UNKNOWN
2022-10-21T01:31,1.3943548906897263,UNKNOWN
2022-10-21T01:32,1.3943548906897263,UNKNOWN
2022-10-21T01:33,1.3943548906897263,UNKNOWN
2022-10-21T01:34,1.3943548906897263,UNKNOWN
2022-10-21T01:35,1.3943548906897263,UNKNOWN
2022-10-21T01:36,1.3943548906897263,UNKNOWN
2022-10-21T01:37,1.3943548906897263,UNKNOWN
2022-10-21T01:38,1.3943548906897263,UNKNOWN
2022-10-21T01:39,1.4943548906897277,UNKNOWN
2022-10-21T01:40,1.4943548906897277,UNKNOWN
2022-10-21T01:41,1.4943548906897277,UNKNOWN
2022-10-21T01:42,1.4943548906897277,UNKNOWN
2022-10-21T01:43,1.4943548906897277,UNKNOWN
2022-10-21T01:44,1.4943548906897277,UNKNOWN
2022-10-21T01:45,1.4943548906897277,UNKNOWN
2022-10-21T01:46,1.4943548906897277,UNKNOWN
2022-10-21T01:47,1.4943548906897277,UNKNOWN
2022-10-21T01:48,1.5943548906897291,UNKNOWN
2022-10-21T01:49,1.5943548906897291,UNKNOWN
2022-10-21T01:50,1.5943548906897291,UNKNOWN
2022-10-21T01:51,1.5943548906897291,UNKNOWN
2022-10-21T01:52,1.6943548906897306,UNKNOWN
2022-10-21T01:53,1.6943548906897306,UNKNOWN
2022-10-21T01:54,1.6943548906897306,UNKNOWN
2022-10-21T01:55,1.6943548906897306,UNKNOWN
2022-10-21T01:56,1.6943548906897306,UNKNOWN
2022-10-21T01:57,1.6943548906897306,UNKNOWN
2022-10-21T01:58,1.6943548906897306,UNKNOWN
2022-10-21T01:59,1.6943548906897306,UNKNOWN
2022-10-21T02:00,1.6943548906897306,UNKNOWN
2022-10-21T02:01,1.6943548906897306,UNKNOWN
2022-10-21T02:02,1.6943548906897306,UNKNOWN
2022-10-21T02:03,1.6943548906897306,UNKNOWN
2022-10-21T02:04,1.6943548906897306,UNKNOWN
2022-10-21T02:05,1.6943548906897306,UNKNOWN
2022-10-21T02:06,1.6943548906897306,UNKNOWN
2022-10-21T02:07,1.6943548906897306,UNKNOWN
2022-10-21T02:08,1.6943548906897306,UNKNOWN
2022-10-21T02:09,1.6943548906897306,UNKNOWN
2022-10-21T02:10,1.6943548906897306,UNKNOWN
2022-10-21T02:11,1.6943548906897306,UNKNOWN
2022-10-21T02:12,1.6943548906897306,UNKNOWN
2022-10-21T02:13,1.6943548906897306,UNKNOWN
2022-10-21T02:14,1.6943548906897306,UNKNOWN
2022-10-21T02:15,1.4943548906897277,UNKNOWN
2022-10-21T02:16,1.1943548906897306,UNKNOWN
2022-10-21T02:17,0.8943548906897263,UNKNOWN
2022-10-21T02:18,0.6943548906897306,UNKNOWN
2022-10-21T02:19,0.3943548906897263,UNKNOWN
2022-10-21T02:20,0.19435489068973055,UNKNOWN
2022-10-21T02:21,0.09435489068972913,UNKNOWN
2022-10-21T02:22,-0.10564510931027371,UNKNOWN
2022-10-21T02:23,-0.20564510931026803,UNKNOWN
2022-10-21T02:24,-0.40564510931027087,UNKNOWN
2022-10-21T02:25,-0.5056451093102723,UNKNOWN
2022-10-21T02:26,-0.6056451093102702,UNKNOWN
2022-10-21T02:27,-0.7056451093102716,UNKNOWN
2022-10-21T02:28,-0.8056451093102694,UNKNOWN
2022-10-21T02:29,-0.9056451093102709,UNKNOWN
2022-10-21T02:30,-0.9056451093102709,UNKNOWN
2022-10-21T02:31,-1.0056451093102723,UNKNOWN
2022-10-21T02:32,-1.1056451093102702,UNKNOWN
2022-10-21T02:33,-1.1056451093102702,UNKNOWN
2022-10-21T02:34,-1.2056451093102716,UNKNOWN
2022-10-21T02:35,-1.2056451093102716,UNKNOWN
2022-10-21T02:36,-1.3056451093102694,UNKNOWN
2022-10-21T02:37,-1.3056451093102694,UNKNOWN
2022-10-21T02:38,-1.4056451093102709,UNKNOWN
2022-10-21T02:39,-1.4056451093102709,UNKNOWN
2022-10-21T02:40,-1.4056451093102709,UNKNOWN
2022-10-21T02:41,-1.5056451093102723,UNKNOWN
2022-10-21T02:42,-1.5056451093102723,UNKNOWN
2022-10-21T02:43,-1.6056451093102702,UNKNOWN
2022-10-21T02:44,-1.6056451093102702,UNKNOWN
2022-10-21T02:45,-1.7056451093102716,UNKNOWN
