timestamp,average_value,lower_bound,upper_bound
2022-12-11T00:00:00Z,95.2,93.6,96.8
2022-12-12T00:00:00Z,95.6,93.0,98.6
2022-12-13T00:00:00Z,94.8,92.3,97.8
2022-12-14T00:00:00Z,96.0,91.6,99.3
2022-12-15T00:00:00Z,95.3,92.5,99.3
2022-12-16T00:00:00Z,94.5,91.0,95.9
2022-12-17T00:00:00Z,95.1,93.8,96.6
2022-12-18T00:00:00Z,95.9,94.5,98.0
2022-12-19T00:00:00Z,96.0,93.5,98.6
2022-12-20T00:00:00Z,95.4,93.5,97.2
2022-12-21T00:00:00Z,94.9,93.3,96.0
2022-12-22T00:00:00Z,94.5,90.8,96.0
2022-12-23T00:00:00Z,95.8,94.1,96.9
2022-12-24T00:00:00Z,95.5,92.7,98.2
2022-12-25T00:00:00Z,95.8,94.8,98.7
2022-12-26T00:00:00Z,95.4,94.0,96.2
2022-12-27T00:00:00Z,94.5,93.3,95.6
2022-12-28T00:00:00Z,95.2,93.8,96.4
2022-12-29T00:00:00Z,93.6,91.1,97.2
2022-12-30T00:00:00Z,95.8,94.3,97.7
2022-12-31T00:00:00Z,94.1,90.4,97.4
2023-01-01T00:00:00Z,95.0,93.6,96.4
2023-01-02T00:00:00Z,95.1,93.3,97.0
2023-01-03T00:00:00Z,95.0,94.6,95.4
2023-01-04T00:00:00Z,95.2,92.7,96.5
2023-01-05T00:00:00Z,95.4,94.3,96.9
2023-01-07T00:00:00Z,94.1,92.5,95.7
2023-01-08T00:00:00Z,94.5,93.3,95.6
2023-01-09T00:00:00Z,93.6,90.5,96.1
2023-01-10T00:00:00Z,95.5,92.9,97.0
2023-01-11T00:00:00Z,93.8,91.3,96.3
2023-01-12T00:00:00Z,96.0,94.3,97.8
2023-01-13T00:00:00Z,95.4,90.6,97.3
2023-01-14T00:00:00Z,96.0,94.2,99.8
2023-01-15T00:00:00Z,94.8,93.1,98.0
2023-01-16T00:00:00Z,96.0,94.4,100.0
2023-01-17T00:00:00Z,95.5,94.5,96.7
2023-01-18T00:00:00Z,95.5,92.1,98.4
2023-01-19T00:00:00Z,96.0,94.0,99.5
2023-01-20T00:00:00Z,94.5,93.4,95.9
2023-01-21T00:00:00Z,94.9,94.2,95.6
2023-01-23T00:00:00Z,95.0,93.6,96.6
2023-01-24T00:00:00Z,96.2,94.4,97.4
2023-01-25T00:00:00Z,95.6,93.5,97.7
2023-01-26T00:00:00Z,95.8,94.3,97.4
2023-01-27T00:00:00Z,95.3,93.8,96.9
2023-01-28T00:00:00Z,95.8,95.0,96.5
2023-01-29T00:00:00Z,95.2,94.0,97.6
2023-01-30T00:00:00Z,95.6,94.0,97.7
2023-01-31T00:00:00Z,96.4,94.7,98.5
2023-02-02T00:00:00Z,94.6,91.9,96.2
2023-02-03T00:00:00Z,95.5,92.3,98.5
2023-02-04T00:00:00Z,95.0,92.5,96.3
2023-02-07T00:00:00Z,95.3,92.6,96.9
2023-02-08T00:00:00Z,94.9,93.3,96.4
2023-02-09T00:00:00Z,95.1,93.2,98.1
2023-02-10T00:00:00Z,95.9,93.8,98.3
2023-02-11T00:00:00Z,94.9,94.9,95.7
2023-02-12T00:00:00Z,94.8,91.6,97.7
2023-02-13T00:00:00Z,94.7,91.8,97.1
2023-02-14T00:00:00Z,94.7,93.3,96.9
2023-02-15T00:00:00Z,94.7,92.8,97.6
2023-02-16T00:00:00Z,95.3,94.4,96.7
2023-02-17T00:00:00Z,95.9,94.8,97.3
2023-02-18T00:00:00Z,95.6,92.6,99.5
2023-02-19T00:00:00Z,93.4,91.8,95.4
2023-02-20T00:00:00Z,95.2,94.1,97.2
2023-02-21T00:00:00Z,94.9,92.8,97.8
2023-02-22T00:00:00Z,96.1,94.3,100.0
2023-02-23T00:00:00Z,96.2,94.0,99.7
2023-02-24T00:00:00Z,95.7,94.2,97.5
2023-02-25T00:00:00Z,94.6,93.0,96.8
2023-03-02T00:00:00Z,94.9,93.2,97.0
2023-03-03T00:00:00Z,95.9,94.6,98.4
2023-03-04T00:00:00Z,97.2,96.3,98.2
2023-03-05T00:00:00Z,94.9,92.9,96.7
2023-03-06T00:00:00Z,95.1,93.1,97.1
2023-03-07T00:00:00Z,95.8,94.8,96.8
2023-03-08T00:00:00Z,96.2,95.1,97.8
2023-03-09T00:00:00Z,94.5,91.0,97.0
2023-03-10T00:00:00Z,95.6,93.9,96.8
2023-03-11T00:00:00Z,95.4,93.9,97.1
2023-03-12T00:00:00Z,96.3,94.8,98.4
2023-03-14T00:00:00Z,94.4,90.8,96.3
2023-03-15T00:00:00Z,95.0,91.5,98.3
2023-03-16T00:00:00Z,95.2,90.6,98.0
2023-03-17T00:00:00Z,95.4,94.5,97.5
2023-03-18T00:00:00Z,96.3,94.0,98.1
2023-03-19T00:00:00Z,95.3,93.0,97.3
2023-03-20T00:00:00Z,95.6,93.0,98.3
2023-03-21T00:00:00Z,93.8,91.1,95.4
