recorded_time,temperature,sensor_type
2023-07-01T00:00,-4.355597014925365,UNKNOWN
2023-07-01T00:01,-4.2555970149253675,UNKNOWN
2023-07-01T00:02,-4.155597014925366,UNKNOWN
2023-07-01T00:03,-3.9555970149253668,UNKNOWN
2023-07-01T00:04,-3.9555970149253668,UNKNOWN
2023-07-01T00:05,-3.9555970149253668,UNKNOWN
2023-07-01T00:06,-3.8555970149253653,UNKNOWN
2023-07-01T00:07,-3.8555970149253653,UNKNOWN
2023-07-01T00:08,-3.8555970149253653,UNKNOWN
2023-07-01T00:09,-3.7555970149253675,UNKNOWN
2023-07-01T00:10,-3.655597014925366,UNKNOWN
2023-07-01T00:11,-3.555597014925368,UNKNOWN
2023-07-01T00:12,-3.4555970149253668,UNKNOWN
2023-07-01T00:13,-3.3555970149253653,UNKNOWN
2023-07-01T00:14,-3.2555970149253675,UNKNOWN
2023-07-01T00:15,-3.2555970149253675,UNKNOWN
2023-07-01T00:16,-3.155597014925366,UNKNOWN
2023-07-01T00:17,-3.055597014925368,UNKNOWN
2023-07-01T00:18,-3.055597014925368,UNKNOWN
2023-07-01T00:19,-2.9555970149253668,UNKNOWN
2023-07-01T00:20,-2.8555970149253653,UNKNOWN
2023-07-01T00:21,-2.7555970149253675,UNKNOWN
2023-07-01T00:22,-2.655597014925366,UNKNOWN
2023-07-01T00:23,-2.4555970149253668,UNKNOWN
2023-07-01T00:24,-2.3555970149253653,UNKNOWN
2023-07-01T00:25,-2.2555970149253675,UNKNOWN
2023-07-01T00:26,-2.155597014925366,UNKNOWN
2023-07-01T00:27,-2.055597014925368,UNKNOWN
2023-07-01T00:28,-1.9555970149253668,UNKNOWN
2023-07-01T00:29,-1.7555970149253675,UNKNOWN
2023-07-01T00:30,-1.7555970149253675,UNKNOWN
2023-07-01T00:31,-1.5555970149253682,UNKNOWN
2023-07-01T00:32,-1.4555970149253668,UNKNOWN
2023-07-01T00:33,-1.3555970149253653,UNKNOWN
2023-07-01T00:34,-1.2555970149253675,UNKNOWN
2023-07-01T00:35,-1.155597014925366,UNKNOWN
2023-07-01T00:36,-1.0555970149253682,UNKNOWN
2023-07-01T00:37,-0.9555970149253668,UNKNOWN
2023-07-01T00:38,-0.8555970149253653,UNKNOWN
2023-07-01T00:39,-0.7555970149253639,UNKNOWN
2023-07-01T00:40,-0.6555970149253696,UNKNOWN
2023-07-01T00:41,-0.5555970149253682,UNKNOWN
2023-07-01T00:42,-0.45559701492536675,UNKNOWN
2023-07-01T00:43,-0.45559701492536675,UNKNOWN
2023-07-01T00:44,-0.35559701492536533,UNKNOWN
2023-07-01T00:45,-0.2555970149253639,UNKNOWN
2023-07-01T00:46,-0.1555970149253696,UNKNOWN
2023-07-01T00:47,-0.1555970149253696,UNKNOWN
2023-07-01T00:48,-0.05559701492536817,UNKNOWN
