timestamp,average_value,lower_bound,upper_bound
2023-03-21T00:00:00Z,93.8,91.1,95.4
2023-03-22T00:00:00Z,94.2,90.2,96.2
2023-03-25T00:00:00Z,95.6,94.1,96.9
2023-03-26T00:00:00Z,95.9,93.8,98.4
2023-03-27T00:00:00Z,95.9,92.7,98.0
2023-03-28T00:00:00Z,96.0,91.1,100.0
2023-03-29T00:00:00Z,95.9,93.7,99.6
2023-03-30T00:00:00Z,96.0,93.8,98.2
2023-03-31T00:00:00Z,95.7,95.1,96.7
2023-04-01T00:00:00Z,96.2,95.8,96.7
2023-04-02T00:00:00Z,94.6,91.8,96.0
2023-04-03T00:00:00Z,95.3,94.0,97.4
2023-04-04T00:00:00Z,95.6,94.1,98.5
2023-04-05T00:00:00Z,97.9,95.8,100.0
2023-04-06T00:00:00Z,95.5,94.5,96.9
2023-04-07T00:00:00Z,95.8,93.5,98.6
2023-04-08T00:00:00Z,97.2,94.2,100.0
2023-04-09T00:00:00Z,96.6,96.5,97.0
2023-04-10T00:00:00Z,95.9,93.5,97.8
2023-04-11T00:00:00Z,95.6,93.9,98.5
2023-04-12T00:00:00Z,96.5,96.0,96.8
2023-04-13T00:00:00Z,94.2,94.1,94.4
2023-04-14T00:00:00Z,94.6,92.6,97.5
2023-04-16T00:00:00Z,95.3,92.5,100.0
2023-04-17T00:00:00Z,95.1,92.5,98.7
2023-04-18T00:00:00Z,95.9,94.2,97.8
2023-04-19T00:00:00Z,96.9,96.2,98.2
2023-04-20T00:00:00Z,95.2,94.4,96.0
2023-04-21T00:00:00Z,95.0,91.8,98.7
2023-04-22T00:00:00Z,95.5,93.6,97.3
2023-04-23T00:00:00Z,97.3,96.5,98.6
2023-04-24T00:00:00Z,94.3,90.8,97.3
2023-04-26T00:00:00Z,95.4,93.1,98.0
2023-04-27T00:00:00Z,95.4,94.1,96.8
2023-04-28T00:00:00Z,96.5,95.5,97.6
2023-04-29T00:00:00Z,95.7,94.7,96.6
2023-04-30T00:00:00Z,96.8,94.6,100.0
2023-05-01T00:00:00Z,94.8,93.0,97.4
2023-05-02T00:00:00Z,95.3,94.1,95.9
2023-05-03T00:00:00Z,95.3,92.5,97.7
2023-05-04T00:00:00Z,95.0,92.4,97.2
2023-05-05T00:00:00Z,94.7,93.4,96.1
2023-05-06T00:00:00Z,96.0,94.4,97.0
2023-05-07T00:00:00Z,96.1,92.7,99.8
2023-05-08T00:00:00Z,96.9,94.8,98.7
2023-05-09T00:00:00Z,96.2,93.6,99.3
2023-05-10T00:00:00Z,94.7,90.6,96.6
2023-05-11T00:00:00Z,95.3,93.8,96.8
2023-05-12T00:00:00Z,95.4,93.9,97.0
2023-05-13T00:00:00Z,95.5,94.2,96.2
2023-05-14T00:00:00Z,95.4,93.6,97.5
2023-05-15T00:00:00Z,96.5,94.5,99.0
2023-05-16T00:00:00Z,94.3,92.2,96.6
2023-05-17T00:00:00Z,95.7,94.5,97.2
2023-05-18T00:00:00Z,96.9,94.7,98.3
2023-05-19T00:00:00Z,96.3,94.0,99.0
2023-05-20T00:00:00Z,93.9,91.4,97.1
2023-05-21T00:00:00Z,96.5,94.5,98.0
2023-05-22T00:00:00Z,96.9,94.7,99.4
2023-05-23T00:00:00Z,95.4,94.1,97.0
2023-05-24T00:00:00Z,95.4,93.1,97.4
2023-05-25T00:00:00Z,97.3,94.1,100.0
2023-05-26T00:00:00Z,95.2,93.4,96.9
2023-05-27T00:00:00Z,94.5,93.6,95.6
2023-05-28T00:00:00Z,95.8,93.6,98.4
2023-05-29T00:00:00Z,93.6,90.7,95.5
2023-05-30T00:00:00Z,95.4,93.4,97.1
2023-05-31T00:00:00Z,96.7,94.6,100.0
2023-06-01T00:00:00Z,96.8,94.5,100.0
2023-06-02T00:00:00Z,96.4,95.2,98.3
2023-06-03T00:00:00Z,95.2,94.4,95.6
2023-06-04T00:00:00Z,95.6,95.1,96.2
2023-06-05T00:00:00Z,94.7,93.3,95.8
2023-06-06T00:00:00Z,95.8,93.6,99.9
2023-06-07T00:00:00Z,95.5,93.4,99.4
2023-06-08T00:00:00Z,95.4,93.5,97.9
2023-06-09T00:00:00Z,95.0,92.8,96.6
2023-06-10T00:00:00Z,96.0,94.2,98.9
2023-06-11T00:00:00Z,94.8,94.3,95.2
2023-06-12T00:00:00Z,95.8,94.2,98.5
2023-06-13T00:00:00Z,95.3,93.0,99.3
2023-06-14T00:00:00Z,95.5,93.4,97.0
2023-06-15T00:00:00Z,95.1,93.5,97.3
2023-06-16T00:00:00Z,94.9,93.6,96.8
2023-06-17T00:00:00Z,95.3,93.7,97.2
2023-06-18T00:00:00Z,94.7,92.7,96.0
2023-06-19T00:00:00Z,95.1,92.0,98.3
2023-06-20T00:00:00Z,95.1,92.0,97.9
2023-06-21T00:00:00Z,94.7,92.8,96.2
2023-06-23T00:00:00Z,96.0,94.4,97.7
2023-06-24T00:00:00Z,95.7,93.5,96.9
2023-06-25T00:00:00Z,94.5,93.5,95.2
2023-06-26T00:00:00Z,94.3,92.8,95.8
2023-06-27T00:00:00Z,94.6,92.8,95.7
2023-06-28T00:00:00Z,94.6,93.3,95.8
2023-06-29T00:00:00Z,95.7,94.6,97.4
