timestamp,average_value,lower_bound,upper_bound
2022-09-02T00:00:00Z,95.7,94.1,97.2
2022-09-03T00:00:00Z,97.0,95.5,99.1
2022-09-04T00:00:00Z,94.9,93.3,97.9
2022-09-05T00:00:00Z,96.0,94.1,98.8
2022-09-06T00:00:00Z,94.6,89.9,96.4
2022-09-07T00:00:00Z,94.8,92.5,96.8
2022-09-08T00:00:00Z,95.0,92.7,97.0
2022-09-09T00:00:00Z,95.5,93.6,97.8
2022-09-10T00:00:00Z,95.5,95.0,95.8
2022-09-11T00:00:00Z,95.9,94.4,97.6
2022-09-12T00:00:00Z,96.5,94.1,98.0
2022-09-13T00:00:00Z,95.9,94.6,97.9
2022-09-14T00:00:00Z,95.1,93.7,96.6
2022-09-15T00:00:00Z,95.5,94.6,96.7
2022-09-16T00:00:00Z,93.9,91.4,95.6
2022-09-17T00:00:00Z,95.5,93.5,98.3
2022-09-18T00:00:00Z,95.9,94.4,97.3
2022-09-19T00:00:00Z,95.5,93.4,97.6
2022-09-20T00:00:00Z,94.7,92.4,97.1
2022-09-21T00:00:00Z,96.3,95.4,97.7
2022-09-22T00:00:00Z,95.7,93.2,98.2
2022-09-23T00:00:00Z,95.3,93.9,96.5
2022-09-24T00:00:00Z,96.8,94.6,99.1
2022-09-25T00:00:00Z,95.3,92.0,99.6
2022-09-26T00:00:00Z,95.7,92.6,98.3
2022-09-27T00:00:00Z,96.2,93.9,99.4
2022-09-28T00:00:00Z,96.3,94.5,98.4
2022-09-29T00:00:00Z,95.9,94.7,96.9
2022-09-30T00:00:00Z,95.1,93.4,96.7
2022-10-01T00:00:00Z,95.6,94.7,96.7
2022-10-02T00:00:00Z,94.8,91.4,99.3
2022-10-03T00:00:00Z,94.5,92.9,96.2
2022-10-04T00:00:00Z,94.5,92.8,96.2
2022-10-05T00:00:00Z,94.9,90.8,97.8
2022-10-06T00:00:00Z,95.7,92.7,98.5
2022-10-07T00:00:00Z,96.5,95.2,97.4
2022-10-08T00:00:00Z,95.9,95.1,96.9
2022-10-11T00:00:00Z,95.1,92.4,97.4
2022-10-12T00:00:00Z,95.2,93.2,97.7
2022-10-13T00:00:00Z,95.4,94.1,97.0
2022-10-14T00:00:00Z,95.8,93.5,97.9
2022-10-15T00:00:00Z,94.8,91.7,97.3
2022-10-16T00:00:00Z,96.1,94.3,98.5
2022-10-17T00:00:00Z,95.5,91.8,100.0
2022-10-18T00:00:00Z,95.1,93.9,96.5
2022-10-19T00:00:00Z,95.5,93.5,98.6
2022-10-20T00:00:00Z,95.1,93.4,97.0
2022-10-21T00:00:00Z,95.8,93.8,99.2
2022-10-22T00:00:00Z,95.3,94.1,96.8
2022-10-23T00:00:00Z,95.1,92.5,96.5
2022-10-24T00:00:00Z,95.7,94.8,97.0
2022-10-25T00:00:00Z,96.7,94.8,98.9
2022-10-26T00:00:00Z,96.5,94.8,99.7
2022-10-27T00:00:00Z,94.8,92.9,96.1
2022-10-28T00:00:00Z,95.9,94.4,96.9
2022-10-29T00:00:00Z,94.5,92.8,95.8
2022-10-30T00:00:00Z,95.6,92.4,99.9
2022-10-31T00:00:00Z,94.6,92.7,96.7
2022-11-01T00:00:00Z,95.0,92.9,96.9
2022-11-02T00:00:00Z,94.7,92.3,96.9
2022-11-03T00:00:00Z,96.4,95.4,97.9
2022-11-05T00:00:00Z,95.1,92.8,98.3
2022-11-06T00:00:00Z,95.6,93.1,97.4
2022-11-07T00:00:00Z,96.2,95.3,97.6
2022-11-08T00:00:00Z,95.3,93.8,97.1
2022-11-09T00:00:00Z,95.8,94.8,97.4
2022-11-10T00:00:00Z,95.1,93.6,96.5
2022-11-11T00:00:00Z,96.0,94.7,97.9
2022-11-12T00:00:00Z,93.2,91.3,95.3
2022-11-13T00:00:00Z,95.2,93.3,96.5
2022-11-14T00:00:00Z,94.6,92.6,97.1
2022-11-15T00:00:00Z,94.8,93.9,95.8
2022-11-16T00:00:00Z,94.4,90.9,97.4
2022-11-17T00:00:00Z,94.4,90.5,98.7
2022-11-18T00:00:00Z,95.8,94.6,97.6
2022-11-19T00:00:00Z,96.6,94.5,100.0
2022-11-20T00:00:00Z,95.2,92.7,98.1
2022-11-21T00:00:00Z,95.5,94.5,97.2
2022-11-22T00:00:00Z,94.6,90.6,97.5
2022-11-23T00:00:00Z,96.1,93.8,99.4
2022-11-24T00:00:00Z,95.4,94.5,96.8
2022-11-25T00:00:00Z,93.5,91.9,95.2
2022-11-26T00:00:00Z,95.4,94.2,96.9
2022-11-27T00:00:00Z,96.3,94.2,98.3
2022-11-28T00:00:00Z,96.3,95.0,99.0
2022-11-29T00:00:00Z,96.9,95.2,98.5
2022-11-30T00:00:00Z,96.2,94.1,98.1
2022-12-01T00:00:00Z,94.7,91.3,96.6
2022-12-02T00:00:00Z,94.9,91.3,97.9
2022-12-03T00:00:00Z,94.3,90.5,96.1
2022-12-04T00:00:00Z,95.1,93.4,96.2
2022-12-05T00:00:00Z,93.8,91.1,96.3
2022-12-06T00:00:00Z,95.9,94.4,97.5
2022-12-07T00:00:00Z,94.9,93.0,96.0
2022-12-08T00:00:00Z,95.4,94.5,96.5
2022-12-09T00:00:00Z,95.4,93.3,97.1
2022-12-10T00:00:00Z,95.6,93.0,98.8
2022-12-11T00:00:00Z,95.2,93.6,96.8
